"PolicyNo","Policy_Company","Policy_Installment_Term","Policy_Billing_Code","Policy_Method_Of_Payment","Policy_Reinstatement_Fee_Indicator","Policy_Zip_Code_Garaging_Location","Vehicle_Territory","Vehicle_Make_Year","Vehicle_Make_Description","Vehicle_Performance","Vehicle_New_Cost_Amount","Vehicle_Symbol","Vehicle_Number_Of_Drivers_Assigned","Vehicle_Usage","Vehicle_Miles_To_Work","Vehicle_Days_Per_Week_Driven","Vehicle_Annual_Miles","Vehicle_Anti_Theft_Device","Vehicle_Passive_Restraint","Vehicle_Age_In_Years","Vehicle_Med_Pay_Limit","Vehicle_Bodily_Injury_Limit","Vehicle_Physical_Damage_Limit","Vehicle_Comprehensive_Coverage_Indicator","Vehicle_Comprehensive_Coverage_Limit","Vehicle_Collision_Coverage_Indicator","Vehicle_Collision_Coverage_Deductible","Driver_Total","Driver_Total_Male","Driver_Total_Female","Driver_Total_Single","Driver_Total_Married","Driver_Total_Related_To_Insured_Self","Driver_Total_Related_To_Insured_Spouse","Driver_Total_Related_To_Insured_Child","Driver_Total_Licensed_In_State","Driver_Minimum_Age","Driver_Maximum_Age","Driver_Total_Teenager_Age_15_19","Driver_Total_College_Ages_20_23","Driver_Total_Young_Adult_Ages_24_29","Driver_Total_Low_Middle_Adult_Ages_30_39","Driver_Total_Middle_Adult_Ages_40_49","Driver_Total_Adult_Ages_50_64","Driver_Total_Senior_Ages_65_69","Driver_Total_Upper_Senior_Ages_70_plus","Vehicle_Youthful_Driver_Indicator","Vehicle_Youthful_Driver_Training_Code","Vehicle_Youthful_Good_Student_Code","Vehicle_Driver_Points","Vehicle_Safe_Driver_Discount_Indicator","EEA_Liability_Coverage_Only_Indicator","EEA_Multi_Auto_Policies_Indicator","EEA_Policy_Zip_Code_3","EEA_Policy_Tenure","EEA_Agency_Type","EEA_Packaged_Policy_Indicator","EEA_Full_Coverage_Indicator","EEA_Prior_Bodily_Injury_Limit","EEA_PolicyYear","SYS_Renewed","SYS_New_Business","Annual_Premium","Claim_Count","Loss_Amount","Frequency","Severity","Loss_Ratio"
"348986905","Standard ","6","Direct Billed to Insured","Installment","N","43903","31","1997","FORD F150        ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","100-300","50000","N","-1","Y","1000","1","1","0","1","0","0","0","1","1","21","21","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","1","N","N","Y","439","2.5","Non-standard","Y","Y","100-200","2006","N","N","317.71","0","0.0","0.0","0.0","0.0"
"349021205","Standard ","6","Direct Billed to Insured","Installment","Y","43092","35","1999","FORD EXPEDITION  ","Standard","-1","12","99","Pleasure","-1","5","Unknown","Alarm Only","Y","8","5000","100-300","50000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","42","42","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","2.3","Hybrid","N","Y","100-200","2006","Y","N","422.94","0","0.0","0.0","0.0","0.0"
"349045706","Preferred","6","Direct Billed to Insured","Installment","Y","42525","35","1993","FORD F150        ","Standard","-1","5","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","1000","","-1","Y","75000","N","-1","1","1","0","0","0","1","0","0","1","55","55","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","425","2.7","Non-standard","N","N","","2006","Y","N","202.46","0","0.0","0.0","0.0","0.0"
"349314805","Standard ","6","Direct Billed to Insured","Installment","N","42980","30","2003","DODG DURNGO SLT  ","Standard","-1","15","1","Work    ","5","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","2.5","Non-standard","Y","Y","20-50","2006","Y","N","483.36","0","0.0","0.0","0.0","0.0"
"349332905","Standard ","6","Direct Billed to Insured","Pre-paid","N","42978","30","1996","CHEV S10 PICKUP  ","Standard","-1","6","99","Work    ","12","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","40","40","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","429","2.5","Hybrid","N","N","20-50","2006","Y","N","133.56","0","0.0","0.0","0.0","0.0"
"349351405","Standard ","6","Direct Billed to Insured","Installment","N","43417","31","2003","CHEV CAVALIER    ","Standard","-1","14","1","Work    ","6","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","5000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","47","47","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","N","N","434","2.5","Non-standard","N","Y","40-100 ","2006","N","N","339.62","0","0.0","0.0","0.0","0.0"
"349498005","Standard ","6","Direct Billed to Insured","Pre-paid","N","43052","22","2001","CHRY VOYAGER     ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Alarm Only","Y","7","5000","100-300","100000","N","-1","Y","500","2","1","1","0","2","1","1","0","2","62","67","0","0","0","0","0","1","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","430","2.5","Hybrid","N","Y","100-200","2006","Y","N","382.66","0","0.0","0.0","0.0","0.0"
"349581405","Standard ","6","Direct Billed to Insured","Installment","N","42855","30","2006","JEEP LIBERTY SP  ","Standard","-1","13","99","Work    ","8","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","-1","100-300","100000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","2.5","Hybrid","Y","Y","100-200","2006","Y","N","523.64","0","0.0","0.0","0.0","0.0"
"349790004","Standard ","6","Direct Billed to Insured","Pre-paid","N","42909","35","2001","CHEV SILVER1500  ","Standard","-1","8","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","6","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","74","74","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.0","Standard","Y","Y","40-100 ","2006","Y","N","338.14","0","0.0","0.0","0.0","0.0"
"349985805","Standard ","6","Direct Billed to Insured","Pre-paid","N","42980","30","1996","MERC GR MAR LS   ","Standard","-1","10","1","Farm    ","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","84","84","0","0","0","0","0","0","0","1","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","429","2.5","Non-standard","Y","Y","20-50","2006","Y","N","230.02","0","0.0","0.0","0.0","0.0"
"350127406","Standard ","6","Direct Billed to Insured","Pre-paid","N","42855","35","2007","CHEV EQUINOX LT  ","Standard","-1","13","1","Pleasure","-1","5","Unknown","Not Applicable","Y","1","1000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","41","41","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","2.5","Preferred","Y","Y","20-50","2006","Y","N","365.7","0","0.0","0.0","0.0","0.0"
"350389805","Standard ","6","Direct Billed to Insured","Pre-paid","N","42916","35","1995","CHEV CORVETTE    ","Standard","-1","23","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","250-500","100000","N","-1","N","-1","1","1","0","0","1","1","0","0","1","60","60","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","429","2.5","Preferred","N","N","100-400","2006","Y","N","162.18","0","0.0","0.0","0.0","0.0"
"350517204","Standard ","6","Direct Billed to Insured","Installment","N","42995","30","2003","DODG RAM PU1500  ","Standard","-1","13","99","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","4","-1","50-100 ","50000","N","-1","Y","500","1","1","0","0","1","0","1","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.0","Standard","Y","Y","40-100 ","2006","Y","N","510.92","0","0.0","0.0","0.0","0.0"
"350630605","Standard ","6","Direct Billed to Insured","Pre-paid","N","43078","35","1979","FORD F250        ","Standard","-1","6","1","Pleasure","-1","5","Unknown","Not Applicable","N","9","-1","25-50  ","25000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","64","64","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","Y","430","2.5","Standard","N","N","20-50","2006","Y","N","89.04","0","0.0","0.0","0.0","0.0"
"350655505","Standard ","6","Direct Billed to Insured","Installment","N","42868","35","1998","JEEP GRCHLARTSI  ","Standard","-1","14","1","Work    ","4","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","25-50  ","25000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","2.5","Preferred","Y","Y","20-50","2006","Y","N","398.56","0","0.0","0.0","0.0","0.0"
"350703804","Standard ","6","Direct Billed to Insured","Installment","N","42498","35","1980","TOYO R47         ","Standard","-1","6","99","Work    ","15","5","Unknown","Not Applicable","N","9","5000","50-100 ","50000","N","-1","N","-1","1","1","0","0","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","424","2.0","Hybrid","N","N","40-100 ","2006","N","N","208.82","0","0.0","0.0","0.0","0.0"
"350798307","Standard ","6","Direct Billed to Insured","Installment","Y","42855","35","1993","HOND ACCORD LX   ","Standard","-1","10","1","Work    ","3","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","50-100 ","35000","N","-1","Y","500","1","0","1","0","1","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","2.2","Preferred","N","Y","40-100 ","2006","Y","N","304.22","0","0.0","0.0","0.0","0.0"
"350937804","Preferred","6","Direct Billed to Insured","Installment","N","43406","31","1996","FORD WINDSTAR    ","Standard","-1","11","1","Work    ","4","5","Unknown","Not Applicable","Y","9","1000","50-100 ","50000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","42","42","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","1","N","Y","Y","434","2.0","Hybrid","N","N","40-100 ","2006","Y","N","224.72","0","0.0","0.0","0.0","0.0"
"351050304","Standard ","6","Direct Billed to Insured","Installment","N","43000","35","2004","KIA  RIO         ","Standard","-1","13","99","Work    ","3","5","Unknown","Not Applicable","Y","3","-1","50-100 ","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","23","23","0","1","0","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","2.0","Hybrid","N","Y","40-100 ","2006","Y","N","515.16","0","0.0","0.0","0.0","0.0"
"351141705","Standard ","6","Direct Billed to Insured","Installment","Y","43433","26","1993","CHEV GEOTKR-LSI  ","Standard","-1","14","1","Pleasure","-1","5","Unknown","Alarm Only","Y","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","1","0","0","0","1","1","23","23","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","N","Y","Y","434","1.8","Hybrid","N","N","20-50","2006","N","N","178.08","0","0.0","0.0","0.0","0.0"
"351195205","Standard ","6","Direct Billed to Insured","Pre-paid","N","43084","27","2006","VLKS JETTA TDI   ","Standard","15000","15","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","2","5000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","35","35","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","2.5","Hybrid","Y","Y","40-100 ","2006","Y","N","545.9","0","0.0","0.0","0.0","0.0"
"351531004","Standard ","6","Direct Billed to Insured","Pre-paid","N","44254","16","2004","TYTA TUNDRA SR5  ","Standard","-1","15","99","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","3","5000","100-300","50000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","28","28","0","0","1","0","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","442","2.0","Preferred","Y","Y","100-200","2006","Y","N","466.4","0","0.0","0.0","0.0","0.0"
"351596504","Standard ","6","Direct Billed to Insured","Pre-paid","N","43406","31","1993","BUIK ROADMASTER  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","-1","50-100 ","50000","N","-1","Y","250","1","0","1","0","1","1","0","0","1","68","68","0","0","0","0","0","0","1","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","434","2.0","Hybrid","N","Y","40-100 ","2006","Y","N","315.88","0","0.0","0.0","0.0","0.0"
"351717305","Standard ","6","Direct Billed to Insured","Installment","N","42386","35","2002","VLKS JETTA GLS   ","Standard","-1","15","1","Pleasure","-1","5","Unknown","Alarm Only","Y","5","1000","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","39","39","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","423","2.1","Preferred","Y","Y","40-100 ","2006","Y","N","443.08","0","0.0","0.0","0.0","0.0"
"351837305","Standard ","6","Direct Billed to Insured","Installment","N","42407","32","1997","LEXS ES 300      ","Standard","-1","16","1","Work    ","10","5","Unknown","Passive Disabling-Vehicle Recovery","N","9","-1","100-300","100000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","36","36","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","2.1","Non-standard","Y","Y","100-200","2006","Y","N","463.22","0","0.0","0.0","0.0","0.0"
"352141804","Standard ","6","Direct Billed to Insured","Installment","Y","42878","35","1992","MERC TOPAZ GS    ","Standard","-1","4","1","Work    ","12","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","0","1","0","0","1","37","37","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","Y","N","428","1.8","Non-standard","N","N","20-50","2006","Y","N","67.48","0","0.0","0.0","0.0","0.0"
"352818803","Standard ","6","Direct Billed to Insured","Installment","N","42874","30","1998","DODG RAM PU1500  ","Standard","-1","14","3","Pleasure","-1","5","Unknown","Not Applicable","Y","9","1000","25-50  ","25000","N","-1","Y","250","2","0","2","0","1","1","0","0","2","60","62","0","0","0","0","0","2","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","428","1.5","Preferred","N","Y","20-50","2006","Y","N","403.86","0","0.0","0.0","0.0","0.0"
"352829204","Standard ","6","Direct Billed to Insured","Pre-paid","N","42455","35","2004","SATN ION 3       ","Standard","-1","14","99","Pleasure","-1","5","Unknown","Alarm Only","Y","3","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","424","2.0","Non-standard","Y","Y","20-50","2006","Y","N","420.82","0","0.0","0.0","0.0","0.0"
"352831203","Standard ","6","Direct Billed to Insured","Installment","N","43890","31","2000","JEEP GRCHER LAR  ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","7","5000","25-50  ","25000","N","-1","Y","500","1","0","1","0","1","0","1","0","1","30","30","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","438","1.5","Non-standard","Y","Y","20-50","2006","Y","N","332.84","0","0.0","0.0","0.0","0.0"
"352937403","Standard ","6","Direct Billed to Insured","Pre-paid","N","42902","30","2002","CHEV SILVER1500  ","Standard","-1","12","1","Farm    ","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","5","1000","25-50  ","25000","N","-1","Y","500","1","1","0","0","0","1","0","0","1","56","56","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","1.5","Preferred","Y","Y","20-50","2006","Y","N","271.36","0","0.0","0.0","0.0","0.0"
"353034603","Standard ","6","Direct Billed to Insured","Installment","N","43046","35","1993","FORD RANGER      ","Standard","-1","5","99","Work    ","5","5","Unknown","Not Applicable","N","9","5000","50-100 ","50000","N","-1","N","-1","2","1","1","0","2","1","1","0","2","40","47","0","0","0","0","2","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","430","1.5","Standard","N","N","40-100 ","2006","Y","N","183.38","0","0.0","0.0","0.0","0.0"
"353052603","Standard ","6","Direct Billed to Insured","Pre-paid","N","43066","27","1998","TYTA AVLNXL-XLS  ","Standard","-1","12","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","9","1000","50-100 ","50000","N","-1","Y","500","1","0","1","0","0","0","0","0","1","46","46","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","Y","N","Y","430","1.5","Hybrid","Y","Y","40-100 ","2006","Y","N","329.66","0","0.0","0.0","0.0","0.0"
"353117802","Standard ","12","Premium Finance","Pre-paid","N","42951","30","2006","CHEV MALIBU LS   ","Standard","-1","11","1","Pleasure","-1","5","Unknown","Passive Disabling-Vehicle Recovery","Y","1","-1","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","30","30","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","Y","429","2.0","Preferred","N","Y","40-100 ","2006","Y","N","187.24","0","0.0","0.0","0.0","0.0"
"353270704","Standard ","6","Direct Billed to Insured","Installment","N","42411","32","1999","PONT BONNVSSE-I  ","Intermediate","-1","13","1","Work    ","10","5","Unknown","Alarm Only","Y","8","-1","50-100 ","50000","N","-1","Y","500","1","0","1","1","0","1","0","0","1","45","45","0","0","0","0","1","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","424","2.0","Standard","N","Y","40-100 ","2006","Y","N","456.86","0","0.0","0.0","0.0","0.0"
"353313803","Standard ","6","Direct Billed to Insured","Pre-paid","N","43080","35","2000","NSSN FRONTIER    ","Standard","-1","14","1","Work    ","8","5","Unknown","Not Applicable","Y","7","5000","100-300","50000","N","-1","Y","500","1","1","0","0","1","1","0","0","1","23","23","0","1","0","0","0","0","0","0","Y","With or Without Driver Training","Not Eligible for Good Student Credit","0","Y","N","Y","430","1.5","Standard","Y","Y","100-200","2006","Y","N","599.96","0","0.0","0.0","0.0","0.0"
"353629804","Standard ","6","Direct Billed to Insured","Pre-paid","N","43556","17","1989","CHEV PICKUP1500  ","Standard","-1","10","1","Work    ","20","5","Unknown","Not Applicable","N","9","1000","25-50  ","25000","N","-1","N","-1","1","0","1","0","1","0","1","0","1","38","38","0","0","0","1","0","0","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","Y","Y","435","2.0","Standard","N","N","20-50","2006","Y","N","160.06","0","0.0","0.0","0.0","0.0"
"353842503","Standard ","6","Direct Billed to Insured","Installment","N","42857","35","1992","CHEV CAV VL-RS   ","Standard","-1","4","1","Pleasure","-1","5","Unknown","Not Applicable","Y","9","10000","100-300","100000","N","-1","Y","500","1","0","1","0","0","1","0","0","1","63","63","0","0","0","0","0","1","0","0","N","Not Applicable                 ","Not Eligible for Good Student Credit","0","N","N","N","428","1.5","Standard","N","Y","100-200","2006","Y","N","291.5","0","0.0","0.0","0.0","0.0"
